id,title,album,artist,release_date,length,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature,release_year
1UgdmudHZWSlyinD2MMNEO,Bekas Luka,Lara,Dialog Senja,2018-08-08,320005,44,False,320006,0.365,0.0441,9,-16.267,1,0.0435,0.917,0.00187,0.113,0.0941,118.802,audio_features,spotify:track:1UgdmudHZWSlyinD2MMNEO,https://api.spotify.com/v1/tracks/1UgdmudHZWSlyinD2MMNEO,https://api.spotify.com/v1/audio-analysis/1UgdmudHZWSlyinD2MMNEO,4,2018
5H8Q8zhdcjqVFlVEuliQv3,Krisis Hiburan,Krisis Hiburan,Iga Massardi,2020-05-22,175846,39,False,175846,0.606,0.775,9,-8.578,1,0.0274,0.164,3.57e-06,0.101,0.699,130.0,audio_features,spotify:track:5H8Q8zhdcjqVFlVEuliQv3,https://api.spotify.com/v1/tracks/5H8Q8zhdcjqVFlVEuliQv3,https://api.spotify.com/v1/audio-analysis/5H8Q8zhdcjqVFlVEuliQv3,4,2020
4TPIAnmVnouoZuwB6blHWl,Si Lemah,Si Lemah,RAN,2020-04-21,254000,58,False,254000,0.481,0.506,2,-8.86,0,0.0269,0.142,0.0,0.0764,0.325,91.05,audio_features,spotify:track:4TPIAnmVnouoZuwB6blHWl,https://api.spotify.com/v1/tracks/4TPIAnmVnouoZuwB6blHWl,https://api.spotify.com/v1/audio-analysis/4TPIAnmVnouoZuwB6blHWl,4,2020
6hGV9A3qjB3nBzLCXM4sPV,Old Friend,Evergreen,Ballads of the Cliche,2007-08-08,200026,7,False,200027,0.646,0.642,4,-9.096,1,0.034,0.252,0.0,0.124,0.561,118.305,audio_features,spotify:track:6hGV9A3qjB3nBzLCXM4sPV,https://api.spotify.com/v1/tracks/6hGV9A3qjB3nBzLCXM4sPV,https://api.spotify.com/v1/audio-analysis/6hGV9A3qjB3nBzLCXM4sPV,4,2007
28r2ClCmnKAclZZYqE0LTg,untuk hati yang terluka.,LEXICON,Isyana Sarasvati,2019-11-29,239122,54,False,239122,0.337,0.312,5,-13.217,1,0.0339,0.859,0.00913,0.109,0.225,106.892,audio_features,spotify:track:28r2ClCmnKAclZZYqE0LTg,https://api.spotify.com/v1/tracks/28r2ClCmnKAclZZYqE0LTg,https://api.spotify.com/v1/audio-analysis/28r2ClCmnKAclZZYqE0LTg,3,2019
2SpBMXD3kPNsP988y88L2d,Dua Insan,Pelita Lara,Ify Alyssa,2020-10-16,241442,37,False,241443,0.629,0.279,9,-9.53,1,0.0333,0.926,0.0,0.205,0.257,123.07,audio_features,spotify:track:2SpBMXD3kPNsP988y88L2d,https://api.spotify.com/v1/tracks/2SpBMXD3kPNsP988y88L2d,https://api.spotify.com/v1/audio-analysis/2SpBMXD3kPNsP988y88L2d,4,2020
7lq2dq2VRLyaN1JW1MXrAC,Rahasia hati,King of Soundtrack,Nidji,2014-01-01,250755,55,False,250755,0.572,0.643,8,-7.358,1,0.0338,0.461,0.0144,0.139,0.352,123.969,audio_features,spotify:track:7lq2dq2VRLyaN1JW1MXrAC,https://api.spotify.com/v1/tracks/7lq2dq2VRLyaN1JW1MXrAC,https://api.spotify.com/v1/audio-analysis/7lq2dq2VRLyaN1JW1MXrAC,4,2014
2Z9Yy4HHQpkPfCqH91R6WR,Republik Sulap,Presiden,Tony Q Rastafara,2009-04-27,194640,44,False,194640,0.856,0.627,0,-7.911,1,0.0312,0.0574,1.16e-05,0.123,0.928,110.022,audio_features,spotify:track:2Z9Yy4HHQpkPfCqH91R6WR,https://api.spotify.com/v1/tracks/2Z9Yy4HHQpkPfCqH91R6WR,https://api.spotify.com/v1/audio-analysis/2Z9Yy4HHQpkPfCqH91R6WR,4,2009
3NzfUwlRcddrc6emcGZw4n,Millenium Rude Boys,Dubyouth,Dubyouth Soundsystem,2018-02-21,294500,13,False,294500,0.647,0.927,6,-5.655,0,0.145,0.0439,7.1e-05,0.103,0.883,159.936,audio_features,spotify:track:3NzfUwlRcddrc6emcGZw4n,https://api.spotify.com/v1/tracks/3NzfUwlRcddrc6emcGZw4n,https://api.spotify.com/v1/audio-analysis/3NzfUwlRcddrc6emcGZw4n,4,2018
6lceKpVJGVdr6zJkgtNlWg,Desember,Talking Days,Christabel Annora,2016-05-14,305187,16,False,305188,0.625,0.243,5,-10.714,1,0.0339,0.931,0.00165,0.117,0.221,100.053,audio_features,spotify:track:6lceKpVJGVdr6zJkgtNlWg,https://api.spotify.com/v1/tracks/6lceKpVJGVdr6zJkgtNlWg,https://api.spotify.com/v1/audio-analysis/6lceKpVJGVdr6zJkgtNlWg,3,2016
7ADK1rnMzP6PGWhoqWirBJ,Pupus,Cintailah Cinta,Dewa,2002,305906,58,False,305907,0.506,0.595,7,-6.735,1,0.0326,0.479,0.0,0.088,0.39,139.544,audio_features,spotify:track:7ADK1rnMzP6PGWhoqWirBJ,https://api.spotify.com/v1/tracks/7ADK1rnMzP6PGWhoqWirBJ,https://api.spotify.com/v1/audio-analysis/7ADK1rnMzP6PGWhoqWirBJ,4,2002
7pKhZ5DZ3tjY4mWfpVeaXb,L.O.V.E.R,L.O.V.E.R,rebelsuns.,2020-02-14,208541,33,False,208541,0.738,0.867,1,-5.622,1,0.0277,0.00459,1.39e-05,0.0785,0.864,116.025,audio_features,spotify:track:7pKhZ5DZ3tjY4mWfpVeaXb,https://api.spotify.com/v1/tracks/7pKhZ5DZ3tjY4mWfpVeaXb,https://api.spotify.com/v1/audio-analysis/7pKhZ5DZ3tjY4mWfpVeaXb,4,2020
4DSOQ3kfCw70iWDswduLGN,Semua Tak Sama,Sesuatu Yang Tertunda,Padi,2001-06-20,339306,59,False,339307,0.511,0.658,0,-6.864,1,0.0368,0.177,0.0,0.126,0.433,152.033,audio_features,spotify:track:4DSOQ3kfCw70iWDswduLGN,https://api.spotify.com/v1/tracks/4DSOQ3kfCw70iWDswduLGN,https://api.spotify.com/v1/audio-analysis/4DSOQ3kfCw70iWDswduLGN,4,2001
4Ub1zO4ud6gUfL9ZBcctnM,Galih Dan Ratna,Puspa Ragam,Guruh Soekarno Putra,1998-06-01,272346,36,False,272347,0.697,0.745,11,-9.464,0,0.0311,0.554,0.000163,0.11,0.848,114.221,audio_features,spotify:track:4Ub1zO4ud6gUfL9ZBcctnM,https://api.spotify.com/v1/tracks/4Ub1zO4ud6gUfL9ZBcctnM,https://api.spotify.com/v1/audio-analysis/4Ub1zO4ud6gUfL9ZBcctnM,4,1998
1sYMCSKJO3VfgcApIdA9FI,Kumpul Famili dan Teman,Dua Buku,Pusakata,2019-07-30,157958,4,False,157959,0.498,0.604,9,-5.524,1,0.0457,0.671,4.11e-05,0.141,0.533,116.995,audio_features,spotify:track:1sYMCSKJO3VfgcApIdA9FI,https://api.spotify.com/v1/tracks/1sYMCSKJO3VfgcApIdA9FI,https://api.spotify.com/v1/audio-analysis/1sYMCSKJO3VfgcApIdA9FI,4,2019
3ICRzI3kynvD9cuB72g2pU,Step It,Satryo,Ras Muhamad,2020-08-07,261426,24,False,261427,0.812,0.689,5,-10.686,0,0.175,0.142,9.24e-06,0.179,0.428,81.017,audio_features,spotify:track:3ICRzI3kynvD9cuB72g2pU,https://api.spotify.com/v1/tracks/3ICRzI3kynvD9cuB72g2pU,https://api.spotify.com/v1/audio-analysis/3ICRzI3kynvD9cuB72g2pU,4,2020
4sAcES9D7z3ScL7v5tM1m4,Perkenankan Aku Mencintainya,Cupumanik,Cupumanik,2005,280066,25,False,280067,0.398,0.877,8,-4.627,1,0.0824,0.00045,0.0,0.0762,0.408,150.244,audio_features,spotify:track:4sAcES9D7z3ScL7v5tM1m4,https://api.spotify.com/v1/tracks/4sAcES9D7z3ScL7v5tM1m4,https://api.spotify.com/v1/audio-analysis/4sAcES9D7z3ScL7v5tM1m4,4,2005
3slWMQavYNQnkjRSET5FiE,Sweetheart,Lost in You,TIGER BABY,2004-01-01,245000,18,False,245000,0.585,0.785,2,-5.242,0,0.0372,0.0233,0.17,0.352,0.486,100.032,audio_features,spotify:track:3slWMQavYNQnkjRSET5FiE,https://api.spotify.com/v1/tracks/3slWMQavYNQnkjRSET5FiE,https://api.spotify.com/v1/audio-analysis/3slWMQavYNQnkjRSET5FiE,4,2004
5M8mDTrtoPYE0MjOpaWzc8,Yang Terlupakan,Sarjana Muda,Iwan Fals,1981-01-01,295946,56,False,295947,0.37,0.514,2,-5.479,1,0.0302,0.0409,0.00115,0.283,0.17,126.978,audio_features,spotify:track:5M8mDTrtoPYE0MjOpaWzc8,https://api.spotify.com/v1/tracks/5M8mDTrtoPYE0MjOpaWzc8,https://api.spotify.com/v1/audio-analysis/5M8mDTrtoPYE0MjOpaWzc8,4,1981
627t7tHFAt4YSgokGzRgrn,Krisis Solusi,337,eńau,2018-11-19,190105,38,False,190106,0.71,0.787,9,-4.284,1,0.0282,0.274,0.0,0.108,0.881,114.944,audio_features,spotify:track:627t7tHFAt4YSgokGzRgrn,https://api.spotify.com/v1/tracks/627t7tHFAt4YSgokGzRgrn,https://api.spotify.com/v1/audio-analysis/627t7tHFAt4YSgokGzRgrn,4,2018
2NWagKACa7fAR2BX0QavLj,Terapi Energi,Vision 4 Transition,St.Loco,2006-09-14,188666,40,False,188667,0.618,0.964,5,-4.418,1,0.0538,0.000626,0.0689,0.0871,0.54,104.999,audio_features,spotify:track:2NWagKACa7fAR2BX0QavLj,https://api.spotify.com/v1/tracks/2NWagKACa7fAR2BX0QavLj,https://api.spotify.com/v1/audio-analysis/2NWagKACa7fAR2BX0QavLj,4,2006
1qsIasBnCUMUKMKq7lmn6K,Perennial,Perennial E.P,Bedchamber,2014-09-30,190000,20,False,190000,0.402,0.924,1,-6.152,0,0.0608,0.0558,0.872,0.168,0.592,171.043,audio_features,spotify:track:1qsIasBnCUMUKMKq7lmn6K,https://api.spotify.com/v1/tracks/1qsIasBnCUMUKMKq7lmn6K,https://api.spotify.com/v1/audio-analysis/1qsIasBnCUMUKMKq7lmn6K,4,2014
4fZeM3VQlf50IVKGVAkSCQ,Faces - Original Mix,Faces,Vincent Vega,2012,363681,0,False,363682,0.718,0.933,1,-4.085,0,0.0521,0.099,0.832,0.0609,0.263,127.014,audio_features,spotify:track:4fZeM3VQlf50IVKGVAkSCQ,https://api.spotify.com/v1/tracks/4fZeM3VQlf50IVKGVAkSCQ,https://api.spotify.com/v1/audio-analysis/4fZeM3VQlf50IVKGVAkSCQ,4,2012
2wAiFWjRupWmnDkQcu91MF,Rumah Ke Rumah,Menari Dengan Bayangan,Hindia,2019-11-29,277457,67,False,277457,0.72,0.786,11,-7.396,1,0.0319,0.456,0.616,0.186,0.488,116.032,audio_features,spotify:track:2wAiFWjRupWmnDkQcu91MF,https://api.spotify.com/v1/tracks/2wAiFWjRupWmnDkQcu91MF,https://api.spotify.com/v1/audio-analysis/2wAiFWjRupWmnDkQcu91MF,4,2019
2AwUbBYWlFX2VjP4wTiUI2,Dan Bandung (feat. Danilla),Dilan 1990-1991 (Original Motion Picture Soundtrack),The Panasdalam Bank,2019-03-01,156375,49,False,156375,0.577,0.391,0,-8.0,1,0.0273,0.193,0.00141,0.0921,0.556,81.473,audio_features,spotify:track:2AwUbBYWlFX2VjP4wTiUI2,https://api.spotify.com/v1/tracks/2AwUbBYWlFX2VjP4wTiUI2,https://api.spotify.com/v1/audio-analysis/2AwUbBYWlFX2VjP4wTiUI2,3,2019
0UnOT6TnHCA2vruxkbOzKL,Belajar Membenci,Merayakan Sepi,Elegi,2018-06-20,166736,28,False,166737,0.444,0.118,7,-10.139,1,0.0343,0.976,5.7e-06,0.0751,0.192,126.39,audio_features,spotify:track:0UnOT6TnHCA2vruxkbOzKL,https://api.spotify.com/v1/tracks/0UnOT6TnHCA2vruxkbOzKL,https://api.spotify.com/v1/audio-analysis/0UnOT6TnHCA2vruxkbOzKL,3,2018
1xhNZa02TcBmtAThitATDo,Indahnya Dunia,Metamorfosa,Andien,2017-10-04,324920,39,False,324920,0.66,0.468,1,-11.302,1,0.0276,0.857,0.00576,0.235,0.521,136.004,audio_features,spotify:track:1xhNZa02TcBmtAThitATDo,https://api.spotify.com/v1/tracks/1xhNZa02TcBmtAThitATDo,https://api.spotify.com/v1/audio-analysis/1xhNZa02TcBmtAThitATDo,4,2017
1dMwcI1qh9puzCm0x9qJiZ,Di Bawah Rembulan,Ropea,Parahyena,2016-08-03,259395,14,False,259396,0.427,0.567,0,-8.0,1,0.0315,0.219,0.0023,0.158,0.135,80.077,audio_features,spotify:track:1dMwcI1qh9puzCm0x9qJiZ,https://api.spotify.com/v1/tracks/1dMwcI1qh9puzCm0x9qJiZ,https://api.spotify.com/v1/audio-analysis/1dMwcI1qh9puzCm0x9qJiZ,4,2016
1APppQHflA1bF1DH5gNAL7,So Sad,Janji Pasti,The Banery,2009-01-01,190600,16,False,190600,0.451,0.799,11,-4.353,1,0.0395,0.049,8.11e-05,0.118,0.783,199.817,audio_features,spotify:track:1APppQHflA1bF1DH5gNAL7,https://api.spotify.com/v1/tracks/1APppQHflA1bF1DH5gNAL7,https://api.spotify.com/v1/audio-analysis/1APppQHflA1bF1DH5gNAL7,4,2009
4pQH0dHmXQ6busEBhsx59x,Danur,Mirror,Sarasvati,2012-12-12,304645,15,False,304646,0.232,0.216,11,-13.684,0,0.0289,0.899,3.01e-05,0.131,0.149,87.155,audio_features,spotify:track:4pQH0dHmXQ6busEBhsx59x,https://api.spotify.com/v1/tracks/4pQH0dHmXQ6busEBhsx59x,https://api.spotify.com/v1/audio-analysis/4pQH0dHmXQ6busEBhsx59x,5,2012
34M7BB5zhcLbuXec2Mbggv,Satu Mimpiku,Kuingin,The Groove,1999-08-04,259000,45,False,259000,0.588,0.766,0,-8.041,1,0.0634,0.676,0.00341,0.181,0.513,90.862,audio_features,spotify:track:34M7BB5zhcLbuXec2Mbggv,https://api.spotify.com/v1/tracks/34M7BB5zhcLbuXec2Mbggv,https://api.spotify.com/v1/audio-analysis/34M7BB5zhcLbuXec2Mbggv,4,1999
3mM7f12I9yOmLeqye0bII2,Selimut Hati,Kerajaan Cinta,Dewa 19,2014-12-03,279289,58,False,279290,0.703,0.428,9,-8.41,0,0.0286,0.547,9.84e-05,0.129,0.545,74.996,audio_features,spotify:track:3mM7f12I9yOmLeqye0bII2,https://api.spotify.com/v1/tracks/3mM7f12I9yOmLeqye0bII2,https://api.spotify.com/v1/audio-analysis/3mM7f12I9yOmLeqye0bII2,4,2014
2mamE4yxl9DXfhw8gOMSQ6,Sedang Rindu,Sedang Rindu,Seiring Waktu Berjalan,2017-06-30,220588,22,False,220588,0.288,0.187,10,-9.76,1,0.0315,0.949,0.000393,0.134,0.301,169.61,audio_features,spotify:track:2mamE4yxl9DXfhw8gOMSQ6,https://api.spotify.com/v1/tracks/2mamE4yxl9DXfhw8gOMSQ6,https://api.spotify.com/v1/audio-analysis/2mamE4yxl9DXfhw8gOMSQ6,3,2017
7rypINT2fPXEJTAW211dTp,You Are Too Beautiful,I Only Dance When I'm Sad,Oslo Ibrahim,2020-11-20,172631,37,False,172631,0.623,0.305,2,-8.815,1,0.0297,0.89,0.0,0.15,0.213,91.451,audio_features,spotify:track:7rypINT2fPXEJTAW211dTp,https://api.spotify.com/v1/tracks/7rypINT2fPXEJTAW211dTp,https://api.spotify.com/v1/audio-analysis/7rypINT2fPXEJTAW211dTp,3,2020
7AF6CWylAEIVyaIYCxe8o9,No Fruits For Today,Centralismo,Sore,2005-07-15,298400,39,False,298400,0.578,0.601,5,-8.566,1,0.0399,0.111,9.95e-05,0.0958,0.374,82.89,audio_features,spotify:track:7AF6CWylAEIVyaIYCxe8o9,https://api.spotify.com/v1/tracks/7AF6CWylAEIVyaIYCxe8o9,https://api.spotify.com/v1/audio-analysis/7AF6CWylAEIVyaIYCxe8o9,4,2005
07eEhlCGJDQqHRyEh5V8gn,"Seperti Rahim Ibu (From ""Mata Najwa"")","Seperti Rahim Ibu (From ""Mata Najwa"")",Efek Rumah Kaca,2018-05-18,237026,54,False,237027,0.512,0.602,5,-4.841,0,0.0308,0.211,4.49e-06,0.0879,0.0529,120.006,audio_features,spotify:track:07eEhlCGJDQqHRyEh5V8gn,https://api.spotify.com/v1/tracks/07eEhlCGJDQqHRyEh5V8gn,https://api.spotify.com/v1/audio-analysis/07eEhlCGJDQqHRyEh5V8gn,4,2018
59be0zIdpIlGnpGBq17JB2,Hilang,rumahsakit,Rumahsakit,1998-01-21,236973,40,False,236973,0.472,0.851,11,-5.299,0,0.0294,0.115,0.0929,0.0824,0.721,130.283,audio_features,spotify:track:59be0zIdpIlGnpGBq17JB2,https://api.spotify.com/v1/tracks/59be0zIdpIlGnpGBq17JB2,https://api.spotify.com/v1/audio-analysis/59be0zIdpIlGnpGBq17JB2,4,1998
68FRdUhZLCWVmsHavsELTX,Cry Little Heart,Constellation,Stars and Rabbit,2015-05-15,247379,44,False,247379,0.596,0.246,0,-9.756,1,0.0274,0.454,0.00126,0.104,0.232,127.947,audio_features,spotify:track:68FRdUhZLCWVmsHavsELTX,https://api.spotify.com/v1/tracks/68FRdUhZLCWVmsHavsELTX,https://api.spotify.com/v1/audio-analysis/68FRdUhZLCWVmsHavsELTX,4,2015
1El43YvQ7DRDz9VA8MnlQf,Lagu Cinta (feat. Kartika Jahja),Tentang Rumahku,Dialog Dini Hari,2014-05-30,213226,42,False,213227,0.582,0.248,7,-10.409,1,0.0288,0.832,0.0,0.173,0.448,90.037,audio_features,spotify:track:1El43YvQ7DRDz9VA8MnlQf,https://api.spotify.com/v1/tracks/1El43YvQ7DRDz9VA8MnlQf,https://api.spotify.com/v1/audio-analysis/1El43YvQ7DRDz9VA8MnlQf,4,2014
6up6IbvbFlfO95oZDVPoLo,Black Amplifier,Visible Idea of Perfection,The SIGIT,2006-12-14,156933,51,False,156933,0.263,0.894,11,-5.409,0,0.0584,0.000285,0.516,0.367,0.509,152.243,audio_features,spotify:track:6up6IbvbFlfO95oZDVPoLo,https://api.spotify.com/v1/tracks/6up6IbvbFlfO95oZDVPoLo,https://api.spotify.com/v1/audio-analysis/6up6IbvbFlfO95oZDVPoLo,4,2006
5nd5ApQNzCHmtTSqTj6GDC,Saturn Girl,Misteria,Goodnight Electric,2020-05-07,237586,38,False,237587,0.701,0.685,7,-4.576,1,0.0231,0.194,0.000776,0.13,0.222,99.981,audio_features,spotify:track:5nd5ApQNzCHmtTSqTj6GDC,https://api.spotify.com/v1/tracks/5nd5ApQNzCHmtTSqTj6GDC,https://api.spotify.com/v1/audio-analysis/5nd5ApQNzCHmtTSqTj6GDC,4,2020
3TozfByIZolhgBigg9Swks,Fakta Dan Citra,Lantai Merah,Monkey to Millionaire,2009-05-21,178261,29,False,178261,0.484,0.827,9,-3.915,1,0.0534,0.00609,0.0,0.0874,0.897,163.927,audio_features,spotify:track:3TozfByIZolhgBigg9Swks,https://api.spotify.com/v1/tracks/3TozfByIZolhgBigg9Swks,https://api.spotify.com/v1/audio-analysis/3TozfByIZolhgBigg9Swks,4,2009
5J8RhAIErHD5AvCAA9Updr,Masa RemaDJa,Album Vakansi,White Shoes & The Couples Company,2013-04-02,286773,7,False,286773,0.518,0.68,0,-6.029,1,0.0481,0.334,0.00089,0.291,0.846,119.939,audio_features,spotify:track:5J8RhAIErHD5AvCAA9Updr,https://api.spotify.com/v1/tracks/5J8RhAIErHD5AvCAA9Updr,https://api.spotify.com/v1/audio-analysis/5J8RhAIErHD5AvCAA9Updr,4,2013
6UZL8ibn0YggrPz5lhqERT,Wish You Were Here,Look What We've Found,Endah N Rhesa,2010-12-14,188906,51,False,188907,0.322,0.305,2,-11.014,1,0.028,0.938,0.000584,0.177,0.332,159.14,audio_features,spotify:track:6UZL8ibn0YggrPz5lhqERT,https://api.spotify.com/v1/tracks/6UZL8ibn0YggrPz5lhqERT,https://api.spotify.com/v1/audio-analysis/6UZL8ibn0YggrPz5lhqERT,4,2010
73LqI1hNsENrTZDB2r20Bk,Terekam (Tak Pernah Mati) - Live,Together Whatever Sessions (Live Version),The Upstairs,2018-07-20,361432,35,False,361433,0.514,0.879,2,-6.837,1,0.0442,0.000802,0.0423,0.673,0.354,143.015,audio_features,spotify:track:73LqI1hNsENrTZDB2r20Bk,https://api.spotify.com/v1/tracks/73LqI1hNsENrTZDB2r20Bk,https://api.spotify.com/v1/audio-analysis/73LqI1hNsENrTZDB2r20Bk,4,2018
3UfR1fCPSLK4AXyl5QtKqN,Hanya Kau,V2.05,The Adams,2006-08-31,257000,50,False,257000,0.594,0.519,4,-6.855,0,0.0273,0.105,0.000865,0.116,0.491,104.973,audio_features,spotify:track:3UfR1fCPSLK4AXyl5QtKqN,https://api.spotify.com/v1/tracks/3UfR1fCPSLK4AXyl5QtKqN,https://api.spotify.com/v1/audio-analysis/3UfR1fCPSLK4AXyl5QtKqN,4,2006
4UucLisbPzUcqYCE6cQX2z,Forget Jakarta,Forget Your Plan,Adhitia Sofyan,2011,401520,54,False,401520,0.483,0.249,1,-12.315,1,0.0305,0.643,2.59e-06,0.117,0.144,115.587,audio_features,spotify:track:4UucLisbPzUcqYCE6cQX2z,https://api.spotify.com/v1/tracks/4UucLisbPzUcqYCE6cQX2z,https://api.spotify.com/v1/audio-analysis/4UucLisbPzUcqYCE6cQX2z,4,2011
2riJ0FSfpUKpMDaap6K9sc,Bangkit Dan Berlari,Bangkit Dan Berlari,Barasuara,2020-08-08,272249,47,False,272250,0.504,0.777,9,-5.908,1,0.0377,0.0314,0.208,0.329,0.238,100.067,audio_features,spotify:track:2riJ0FSfpUKpMDaap6K9sc,https://api.spotify.com/v1/tracks/2riJ0FSfpUKpMDaap6K9sc,https://api.spotify.com/v1/audio-analysis/2riJ0FSfpUKpMDaap6K9sc,4,2020
3XjUbEWsaa0RcDKZDFw83X,Mengadili Persepsi (Bermain Tuhan),Serigala Militia,Seringai,2007-09-08,250360,43,False,250360,0.298,0.951,4,-4.743,1,0.0962,0.000927,0.0,0.23,0.521,155.738,audio_features,spotify:track:3XjUbEWsaa0RcDKZDFw83X,https://api.spotify.com/v1/tracks/3XjUbEWsaa0RcDKZDFw83X,https://api.spotify.com/v1/audio-analysis/3XjUbEWsaa0RcDKZDFw83X,4,2007
5zHY4hFlIw52m6y0V7sOD4,Negentropy 5 In E Major,Tembus Pandang Ep,Frau,2017-11-23,201349,25,False,201349,0.614,0.0548,4,-14.679,1,0.0559,0.971,0.00371,0.0916,0.3,113.051,audio_features,spotify:track:5zHY4hFlIw52m6y0V7sOD4,https://api.spotify.com/v1/tracks/5zHY4hFlIw52m6y0V7sOD4,https://api.spotify.com/v1/audio-analysis/5zHY4hFlIw52m6y0V7sOD4,5,2017
6bVrwGyyQA6VlnmWmm1H3f,"Muda, Tangguh, Perkasa",Angsa & Serigala,Angsa & Serigala,2011-03-08,260146,26,False,260147,0.687,0.757,2,-4.392,1,0.0319,0.171,0.0102,0.0819,0.897,99.994,audio_features,spotify:track:6bVrwGyyQA6VlnmWmm1H3f,https://api.spotify.com/v1/tracks/6bVrwGyyQA6VlnmWmm1H3f,https://api.spotify.com/v1/audio-analysis/6bVrwGyyQA6VlnmWmm1H3f,4,2011
4LwqZg7wA9R381A0TufzBK,Adegan Ranjang 1981 ❤️ 1982,Godsigma,Sajama Cut,2020-10-16,227790,23,False,227791,0.536,0.788,8,-5.669,1,0.0493,0.00927,0.00313,0.0928,0.485,129.978,audio_features,spotify:track:4LwqZg7wA9R381A0TufzBK,https://api.spotify.com/v1/tracks/4LwqZg7wA9R381A0TufzBK,https://api.spotify.com/v1/audio-analysis/4LwqZg7wA9R381A0TufzBK,4,2020
2JB8jVL2rcxwuUXMpEC5hV,Simple I Love You,Simple I Love You,Mocca,2020-02-14,233193,43,False,233193,0.82,0.275,2,-13.233,1,0.0413,0.899,1.73e-05,0.125,0.605,118.92,audio_features,spotify:track:2JB8jVL2rcxwuUXMpEC5hV,https://api.spotify.com/v1/tracks/2JB8jVL2rcxwuUXMpEC5hV,https://api.spotify.com/v1/audio-analysis/2JB8jVL2rcxwuUXMpEC5hV,4,2020
1taPlCKehsWMQqJu5f19wr,3 Hari Untuk Selamanya (Live),Live at Bungbuay,Float,2017-04-16,250357,38,False,250358,0.565,0.599,0,-7.674,1,0.0747,0.179,0.0,0.646,0.414,124.735,audio_features,spotify:track:1taPlCKehsWMQqJu5f19wr,https://api.spotify.com/v1/tracks/1taPlCKehsWMQqJu5f19wr,https://api.spotify.com/v1/audio-analysis/1taPlCKehsWMQqJu5f19wr,4,2017
5IkJBz1twUgL1j3TG3NTrF,Roman Underground,Dramaturgi Underground,Morfem,2018-05-31,210080,39,False,210080,0.405,0.957,2,-5.452,1,0.0631,1.02e-06,0.302,0.187,0.414,139.938,audio_features,spotify:track:5IkJBz1twUgL1j3TG3NTrF,https://api.spotify.com/v1/tracks/5IkJBz1twUgL1j3TG3NTrF,https://api.spotify.com/v1/audio-analysis/5IkJBz1twUgL1j3TG3NTrF,4,2018
2HSQZK2y75lnssw1dcJsmV,Calm Water,Bin Idris,Bin Idris,2016-12-25,224999,29,False,225000,0.501,0.283,7,-10.167,0,0.0268,0.894,0.297,0.114,0.0876,79.978,audio_features,spotify:track:2HSQZK2y75lnssw1dcJsmV,https://api.spotify.com/v1/tracks/2HSQZK2y75lnssw1dcJsmV,https://api.spotify.com/v1/audio-analysis/2HSQZK2y75lnssw1dcJsmV,4,2016
0Z3E3USDNRILRhQBwy0ljP,Air & Api,The Best,Naif,2014-07-03,197813,57,False,197813,0.702,0.868,0,-8.361,1,0.0398,0.235,4.45e-05,0.19,0.876,135.048,audio_features,spotify:track:0Z3E3USDNRILRhQBwy0ljP,https://api.spotify.com/v1/tracks/0Z3E3USDNRILRhQBwy0ljP,https://api.spotify.com/v1/audio-analysis/0Z3E3USDNRILRhQBwy0ljP,4,2014
15cki3Uuq7qYnEmilHyIHs,Fatamorgana,Bani Bumi,Polka Wars,2019-06-28,264773,30,False,264773,0.216,0.789,5,-6.457,1,0.0456,0.00302,0.0627,0.163,0.32,66.193,audio_features,spotify:track:15cki3Uuq7qYnEmilHyIHs,https://api.spotify.com/v1/tracks/15cki3Uuq7qYnEmilHyIHs,https://api.spotify.com/v1/audio-analysis/15cki3Uuq7qYnEmilHyIHs,4,2019
3jr7KxFrrJr733WbDbfROb,Lagu Rantau (Sambat Omah),"Dosa, Kota, Dan Kenangan",Silampukau,2015-04-19,223948,39,False,223949,0.437,0.537,5,-6.188,1,0.0364,0.896,0.000314,0.112,0.527,179.946,audio_features,spotify:track:3jr7KxFrrJr733WbDbfROb,https://api.spotify.com/v1/tracks/3jr7KxFrrJr733WbDbfROb,https://api.spotify.com/v1/audio-analysis/3jr7KxFrrJr733WbDbfROb,4,2015
5sKqRSyLgdttr4No1vXlSV,Hai,Dandelion,Monita Tahalea,2015-12-01,252347,39,False,252347,0.636,0.527,7,-8.145,1,0.0254,0.838,0.00288,0.126,0.598,105.299,audio_features,spotify:track:5sKqRSyLgdttr4No1vXlSV,https://api.spotify.com/v1/tracks/5sKqRSyLgdttr4No1vXlSV,https://api.spotify.com/v1/audio-analysis/5sKqRSyLgdttr4No1vXlSV,4,2015
2WQ7i4iG26wzyyVNj6i8J2,Apatis,Kucumbu Tubuh Indahku (Memories Of My Body) [Original Motion Picture Soundtrack],Various Artists,2018-11-30,323103,36,False,323104,0.524,0.636,0,-7.002,1,0.0275,0.00213,0.00039,0.104,0.436,110.162,audio_features,spotify:track:2WQ7i4iG26wzyyVNj6i8J2,https://api.spotify.com/v1/tracks/2WQ7i4iG26wzyyVNj6i8J2,https://api.spotify.com/v1/audio-analysis/2WQ7i4iG26wzyyVNj6i8J2,4,2018
