date,Sore,Efek Rumah Kaca,Rumahsakit,Stars and Rabbit,Dialog Dini Hari,Adhitia Sofyan,The SIGIT,Endah N Rhesa,Goodnight Electric,Monkey to Millionaire,White Shoes & The Couples Company,The Upstairs,The Adams,Barasuara,Seringai,Angsa & Serigala,Frau,Sajama Cut,Mocca,Float,Naif,Morfem,Bin Idris,Monita Tahalea,Polka Wars,Silampukau,Kelompok Penerbang Roket,Fstvlst,Mondo Gascaro,Elephant Kind,The Trees and The Wild,Reality Club,Heidi (The Girl with the Hair),Vira Talisa,Oscar Lolang,Navicula,Banda Neira,Teenage Death Star,Sisir Tanah,Indische Party,Pandai Besi,Figura Renata,Pijar,Sisitipsi,Mr. Sonjaya,Nosstress,Rocket Rockers,L'Alphalpha,Matter Halo,MALIQ & D'Essentials,Danilla,Senar Senja,Mustache and Beard,Gugun Blues Shelter,Bangkutaman,Sigmun,Grrrl Gang,Melancholic Bitch,Coldiac,Burgerkill,Garamerica,Sal Priadi,Pee Wee Gaskins,Polyester Embassy,Skastra,MarcoMarche,Iksan Skuter,.Feast,The Panasdalam,Kunto Aji,Koil,Fletch,Bilal Indrajaya,AriReda,Bottlesmoker,Tashoora,Homogenic,Sir Dandy,Kurosuke,Jirapah,SCALLER,The Shaggy Dog,Pagi Tadi,Payung Teduh,Rio Satrio,Rock N Roll Mafia,Amigdala,Mooner,Teddy Adhitya,eleventwelfth,Daramuda,Endank Soekamti,Alone At Last,Cholil Mahmud,The Panturas,The Changcuters,Rendy Pandugo,Petra Sihombing,Heals,Agrikulture,Superman Is Dead,Barefood,Killing Me Inside,Pohon Tua,Dried Cassava,Romantic Echoes,Souljah,Svmmerdose,Fourtwnty,Santamonica,The Brandals,DeadSquad,NTRL,Asteriska,Various Artists,Rusa Militan,Tompi,The Cat Police,Ten2Five,Slank,Themilo,Ape On The Roof,Chrisye,Utha Likumahuwa,Adams,Sandrayati Fay,RAN,Fiersa Besari,Dialog Senja,NonaRia,Mantra Vutura,Dua Ibu,Nidji,Ify Alyssa,Iga Massardi,Tuantigabelas,Dubyouth Soundsystem,Isyana Sarasvati,Ballads of the Cliche,Dewa,Padi,Tony Q Rastafara,Christabel Annora,Cupumanik,rebelsuns.,Ras Muhamad,Bedchamber,Iwan Fals,St.Loco,Elegi,eńau,Hindia,Pusakata,Guruh Soekarno Putra,TIGER BABY,Hivi!,The Panasdalam Bank,Dewa 19,Vincent Vega,The Paps,Andien,The Banery,Rubah Di Selatan,Sarasvati,Pygmy Marmoset,Kubik,Deugalih & Folks,Seiring Waktu Berjalan,Baby Eats Crackers,The Groove,Holaspica,Semenjana,Morgue Vanguard,Sheila On 7,Murphy Radio,Ecoutez,Manjakani,Gardika Gigih,Andra & The Backbone,Annemarie,Oslo Ibrahim,Olski,Nadin Amizah,Jangar,Lipgloss,Under The Big Bright Yellow Sun,Komunal,Texpack,Good Morning Everyone,Puti Chitara,Homicide (Indonesia),Stereo Wall,J-Rocks,Ddhear,Layur,Alvin & I,Aya Anjani,Thedyingsirens,OWNDRIS,Teampal,Junior Soemantri,Sungai,Salman Aditya,Classmate Journal,Janitra Satriani,Ivan Gojaya,ikkubaru,Imam Darto Project,Marcel Thee,Notturno,Neckemic,Protocol Afro,Ringgo 5,Scared Of Bums,Galant,Risin Black Hole,Panda Beach,Auretté and The Polska Seeking Carnival,Atlesta,Ping Pong Club,Dini,Kebunku,Suri,Sarin,Tomorrow People Ensemble,Dom 65,Pewee in the Garage,Discotion Pill,Jagostu,lightcraft,The Marmars,Galdive,Megatruh,Are You Alone?,Fia,Peonies,Melly Goeslaw,Netral
2016-02-01,36,11,1,1,2,10,81,30,5,1,2,6,20,51,59,0,4,1,35,31,73,2,0,6,0,39,31,24,4,21,12,5,0,3,0,15,50,1,2,4,4,0,22,2,0,11,70,0,1,0,11,6,0,10,1,4,0,1,0,62,0,0,73,1,0,0,0,0,0,31,79,0,0,0,1,0,10,13,7,0,0,0,1,6,0,2,2,0,0,0,0,100,7,0,0,3,0,6,0,0,43,0,37,1,0,0,44,0,1,0,7,46,13,3,6,0,3,0,2,60,0,0,41,1,27,0,24,3,0,0,0,3,43,1,0,0,0,28,0,67,69,4,0,1,0,1,0,100,0,1,0,26,0,1,1,0,0,70,0,2,3,0,0,29,0,22,0,0,0,3,0,0,0,38,0,16,80,0,6,1,0,1,0,3,25,0,55,0,7,4,0,2,29,0,20,0,26,0,0,0,0,62,0,0,0,0,0,0,0,0,2,1,2,4,81,13,12,0,25,0,66,1,7,0,0,0,0,0,29,0,0,0,6,0,36,0,37,28
2016-03-01,36,12,1,1,2,6,76,27,2,1,1,11,19,40,37,0,3,1,35,33,85,3,0,6,1,41,27,30,4,40,20,2,0,2,0,19,42,1,1,1,5,0,19,3,0,10,65,0,1,0,19,3,1,12,0,3,0,1,0,63,0,0,90,2,0,0,0,0,0,27,86,0,0,0,1,0,28,6,6,6,0,0,1,6,0,3,3,4,5,0,0,95,6,0,0,2,0,5,0,0,41,0,35,1,0,0,45,0,1,0,7,72,8,9,5,0,3,0,2,82,0,0,44,1,29,0,23,3,0,0,0,3,35,1,0,0,0,18,0,64,74,4,0,0,0,1,0,90,0,1,0,25,0,1,1,0,0,66,0,2,3,0,0,21,0,21,0,0,0,4,0,0,0,35,0,10,86,1,6,1,0,0,0,7,19,0,46,0,13,2,0,0,34,2,9,0,49,0,0,0,0,63,0,0,0,0,26,0,0,0,2,1,4,5,85,12,12,0,17,0,73,1,9,0,0,0,0,0,50,0,0,0,8,0,39,0,36,27
2016-04-01,35,12,1,1,2,8,86,27,2,3,1,7,29,50,44,0,3,0,36,38,75,3,0,6,1,42,40,34,6,28,19,0,0,2,0,18,34,0,2,3,4,0,19,1,0,11,68,0,1,0,17,1,3,7,1,3,0,0,0,62,0,0,71,1,0,0,1,0,0,16,82,0,0,0,1,0,28,0,6,6,0,0,1,6,0,3,2,2,4,0,0,94,6,0,0,2,0,6,0,0,43,0,37,1,0,0,47,0,1,0,6,56,27,4,6,0,3,0,2,70,0,0,51,1,28,0,22,3,0,0,0,3,34,1,0,0,0,15,0,61,69,4,0,0,0,1,0,90,0,1,0,23,0,1,1,0,0,59,0,2,3,0,0,16,0,22,0,0,0,2,0,0,0,34,0,10,74,1,8,2,0,0,0,6,28,2,51,2,11,0,0,0,36,7,19,0,0,0,0,0,0,63,0,0,0,0,27,27,0,0,2,1,3,6,84,0,0,0,30,0,90,1,9,0,0,0,0,13,47,0,0,0,10,0,40,0,54,30
2016-05-01,37,16,1,1,2,7,74,29,3,0,1,2,26,88,40,1,4,1,42,34,72,3,0,10,3,89,57,31,8,13,9,2,0,0,2,14,40,0,1,1,4,1,16,3,0,12,61,0,0,0,19,4,1,13,1,4,0,1,0,55,0,0,60,1,1,0,0,0,0,16,79,0,0,1,1,0,25,6,0,6,0,0,1,6,0,2,4,0,2,0,0,90,7,0,0,3,0,5,0,0,40,0,34,1,0,0,45,0,2,0,9,50,24,8,7,0,4,0,2,64,0,0,42,1,27,0,20,3,0,0,0,3,32,0,0,0,0,15,0,61,64,5,0,1,0,1,0,84,0,1,0,20,0,1,1,0,0,56,0,2,3,0,0,16,0,21,0,0,0,3,0,0,0,34,0,17,71,1,7,5,0,1,0,8,31,2,39,0,12,6,0,0,29,9,12,0,36,0,0,0,0,63,0,0,0,0,53,26,0,0,3,1,3,5,69,23,0,0,35,0,65,1,8,0,0,0,0,10,50,7,0,0,5,0,100,0,67,28
2016-06-01,28,8,1,1,1,7,76,23,1,4,2,4,17,66,39,0,3,1,38,37,68,2,1,8,1,60,24,26,9,16,10,3,0,3,3,22,40,0,2,1,5,1,11,2,0,12,55,0,1,0,16,1,1,10,1,3,0,1,1,59,1,1,55,1,0,0,0,0,0,14,80,0,0,1,1,0,26,7,0,0,0,0,1,6,0,4,2,2,6,0,0,76,6,1,0,2,1,4,0,0,34,0,36,1,0,0,39,0,2,0,3,36,14,9,5,0,4,0,2,54,0,0,36,1,24,0,19,3,0,0,0,2,29,0,0,0,0,12,0,55,50,3,0,0,0,1,0,66,0,1,0,15,0,1,1,0,0,44,0,2,2,0,0,13,0,17,0,0,0,3,0,0,0,28,0,30,50,1,5,2,0,1,0,7,30,2,32,0,16,5,0,0,29,3,26,0,26,0,0,0,0,45,0,0,0,0,0,27,0,0,1,1,2,6,79,24,37,0,36,0,55,1,14,0,0,0,0,7,42,7,0,0,2,0,56,0,32,20
2016-07-01,31,5,1,1,2,5,70,19,1,1,1,6,14,37,35,1,3,0,33,28,63,2,0,8,1,43,26,19,4,10,11,5,0,3,0,12,33,1,2,1,3,1,12,2,0,13,52,0,1,0,12,4,0,9,1,1,0,1,0,39,0,0,43,1,0,0,1,0,0,10,74,0,0,0,0,0,26,6,0,6,0,0,1,6,0,2,6,2,3,0,0,68,5,1,0,4,1,3,0,0,33,0,35,1,0,0,38,0,3,0,4,38,17,7,6,0,3,0,1,57,0,0,33,2,24,0,18,3,0,0,0,2,27,0,0,0,0,9,0,58,48,3,0,1,0,1,0,65,0,1,0,17,0,1,1,0,0,48,0,2,2,0,0,10,0,14,0,0,0,2,0,0,0,27,0,18,61,2,7,1,0,1,0,3,32,0,30,0,8,0,0,0,29,11,9,0,100,0,0,0,0,44,0,0,0,0,0,27,0,0,6,0,1,8,92,12,18,0,18,0,55,1,8,0,0,0,0,7,24,0,0,0,2,0,43,0,30,22
2016-08-01,34,8,1,1,2,10,91,17,1,1,3,6,18,45,41,0,3,1,40,34,64,2,0,9,1,55,34,27,5,13,15,2,0,4,0,23,34,1,2,1,3,1,12,2,0,13,51,0,1,0,11,2,1,8,1,2,0,0,0,52,0,0,54,1,0,0,1,0,0,12,84,0,0,0,0,0,15,12,0,6,0,0,1,6,0,0,2,0,2,0,0,67,7,0,0,2,1,3,0,0,31,0,37,1,0,0,41,0,4,0,6,54,16,9,4,0,3,0,2,60,0,0,35,2,23,0,17,4,0,0,0,3,30,0,0,0,0,8,0,61,54,3,0,0,0,1,0,77,0,1,0,25,0,1,1,0,0,55,0,1,3,0,0,9,0,33,0,0,0,3,0,0,0,32,0,13,77,2,6,1,0,1,0,7,30,2,27,0,11,2,0,0,29,5,18,0,35,0,0,0,0,51,0,0,0,0,50,0,0,38,8,1,2,9,73,22,0,0,28,11,58,1,6,0,0,0,0,6,25,6,0,0,4,0,48,0,25,31
2016-09-01,36,8,1,1,2,9,92,24,2,2,1,6,14,59,41,0,3,0,39,36,67,5,1,8,0,62,37,32,6,31,22,7,0,0,0,22,42,0,2,1,3,1,15,2,0,12,59,0,0,0,14,2,1,8,1,2,0,0,0,60,1,2,45,1,0,1,1,0,0,12,85,0,0,1,2,0,6,6,0,0,0,0,1,7,0,2,2,5,3,0,0,71,6,1,0,2,1,4,0,0,30,0,35,1,0,0,41,0,4,0,5,69,14,6,4,0,3,0,2,58,0,0,37,1,24,0,17,4,0,0,0,3,30,0,0,0,0,8,0,64,60,3,0,1,0,1,0,78,0,1,0,28,0,1,1,0,0,55,0,1,3,0,0,9,0,35,0,0,0,5,0,0,0,31,0,14,82,1,6,3,0,1,0,7,22,4,29,0,12,4,0,0,20,4,18,0,23,0,0,0,0,65,0,0,0,0,51,0,0,0,3,0,2,8,70,0,11,0,17,0,61,1,7,0,0,0,0,6,29,0,0,0,3,0,45,0,30,27
2016-10-01,37,8,1,1,2,8,77,18,2,2,1,7,27,46,34,0,4,0,39,36,68,6,0,7,0,52,24,32,6,30,15,4,0,2,2,21,43,1,2,1,5,1,20,3,0,12,62,0,0,0,18,4,1,8,1,3,0,0,0,47,1,0,48,1,1,0,0,0,1,11,94,0,0,0,1,0,20,11,0,0,0,0,1,7,0,3,2,4,2,0,0,68,5,0,0,2,1,4,0,0,27,0,33,1,0,0,37,0,5,0,10,52,12,5,10,0,3,0,2,60,0,0,40,1,26,0,16,4,0,0,0,3,29,0,0,0,0,8,0,62,63,3,0,0,0,1,0,69,0,1,0,26,0,1,1,0,0,58,0,2,3,0,0,8,0,23,0,0,0,4,0,0,0,32,0,14,85,2,5,29,0,1,0,7,23,2,49,0,15,2,0,1,20,4,21,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,5,0,1,4,78,16,0,0,0,10,64,1,9,0,0,0,0,0,30,12,0,0,3,0,45,0,32,27
2016-11-01,36,10,1,1,2,9,73,24,1,1,1,8,21,48,34,0,4,0,36,36,71,5,0,7,0,51,40,29,9,24,24,6,0,3,0,22,47,1,1,2,5,1,20,3,0,12,58,0,1,0,24,4,1,7,0,2,0,0,0,49,1,1,47,0,0,0,1,0,0,9,90,0,0,0,1,0,38,0,6,6,0,0,1,7,0,2,2,2,2,0,0,64,5,0,0,2,2,10,0,0,24,0,29,1,0,0,36,0,5,0,5,64,11,8,9,0,3,0,2,56,0,0,34,2,26,0,24,4,0,0,0,3,26,0,0,0,0,7,0,60,63,3,0,1,0,1,0,68,0,1,0,26,0,1,1,0,0,51,0,2,3,0,0,9,0,27,0,0,0,5,0,0,0,31,0,13,73,1,6,38,0,1,0,6,18,0,45,0,12,2,0,4,20,6,24,0,34,0,0,0,0,60,0,0,0,0,0,0,0,0,5,0,1,5,69,0,21,0,21,0,65,1,8,0,0,0,0,0,55,6,0,0,5,0,32,0,31,27
2016-12-01,34,10,1,1,2,5,69,20,1,1,1,7,15,46,38,0,2,0,35,40,73,3,1,6,0,44,46,22,13,19,30,8,0,8,2,18,76,0,2,2,4,1,14,4,0,13,56,0,0,0,31,3,6,6,0,3,0,1,0,44,1,1,41,1,0,0,1,0,0,7,85,0,0,0,1,0,19,5,0,5,0,0,1,7,0,2,4,0,2,0,0,55,5,0,0,3,3,4,0,0,23,0,31,1,0,0,42,0,6,0,4,63,100,8,5,0,2,0,2,58,0,0,37,2,24,0,16,4,0,0,0,3,23,0,0,0,0,6,0,59,55,3,0,0,0,1,0,61,0,1,0,22,0,1,1,0,0,45,0,2,3,0,0,6,0,18,0,0,0,2,0,0,0,29,0,13,83,1,5,7,0,1,1,5,20,4,26,0,9,0,0,1,23,3,21,0,21,0,0,0,0,50,0,0,0,0,0,23,0,0,4,0,3,4,75,0,10,0,15,0,55,1,8,0,0,0,0,0,53,12,0,0,1,0,36,0,32,45
2017-01-01,35,9,1,1,2,7,56,21,1,1,2,7,20,52,27,0,3,0,36,37,94,2,1,5,0,50,29,17,20,38,20,8,0,11,2,17,64,1,2,1,3,1,19,5,0,11,61,0,0,0,20,6,2,7,0,2,0,0,1,40,1,1,31,1,1,0,0,0,0,6,86,0,0,0,1,0,14,17,0,0,0,0,1,7,0,2,2,0,4,2,1,50,4,0,0,2,3,3,0,0,21,0,30,1,0,0,38,0,7,0,8,43,34,10,4,0,3,0,2,62,0,0,37,1,32,0,15,4,0,0,0,3,24,1,0,0,0,6,0,62,59,3,0,0,0,1,0,61,0,1,0,24,0,1,0,0,0,52,0,2,4,0,0,6,0,18,0,0,0,3,0,0,0,31,0,12,76,1,6,6,0,0,0,5,21,2,30,0,7,2,0,2,21,3,20,0,21,0,0,0,0,52,0,0,0,0,24,24,0,23,4,0,4,9,66,15,31,0,26,21,50,1,7,0,0,0,0,6,18,6,0,0,4,0,39,0,67,29
2017-02-01,37,13,1,2,1,7,54,21,1,2,1,5,26,44,25,0,3,0,33,36,100,2,1,5,0,45,19,39,11,23,16,5,0,7,0,12,54,1,2,1,3,2,19,4,0,13,59,0,0,0,20,5,3,6,0,3,0,1,0,52,0,0,35,1,1,0,5,0,0,8,88,0,0,0,0,0,15,6,0,0,0,0,1,8,0,2,13,2,6,2,0,46,5,0,0,1,3,3,0,0,20,0,31,1,0,0,33,0,6,0,7,45,24,6,7,0,3,0,2,56,0,0,42,1,24,0,17,5,0,0,0,3,22,0,0,0,0,4,0,71,64,3,0,1,0,1,0,70,0,1,0,30,0,1,1,0,0,68,0,2,3,0,0,5,0,23,0,0,0,2,0,0,0,37,0,16,76,1,4,3,0,1,1,6,18,0,56,0,16,4,0,0,19,2,20,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,4,0,3,5,84,0,0,0,22,11,55,1,7,0,0,0,0,6,29,6,0,0,8,0,40,0,35,28
2017-03-01,40,15,2,2,2,18,63,24,2,2,1,4,18,42,23,0,3,0,34,37,91,3,1,4,0,41,30,27,12,26,17,10,0,8,4,18,50,0,3,2,6,2,19,8,0,14,67,0,0,0,27,7,3,6,1,2,1,0,0,38,0,0,31,1,0,0,2,0,0,10,86,0,0,0,0,0,13,16,0,0,0,0,1,8,0,2,10,8,16,3,0,42,4,0,0,2,3,3,0,0,21,0,28,1,0,0,33,0,8,0,7,41,11,2,7,0,2,0,2,52,0,0,39,2,22,0,16,4,0,0,0,3,25,0,0,0,0,4,0,84,61,4,0,0,0,2,0,69,0,1,0,28,0,1,0,0,0,86,0,1,3,0,0,5,0,25,0,0,0,3,0,0,0,34,0,15,70,1,5,1,0,0,3,6,19,0,44,0,15,5,0,3,13,3,17,0,0,0,0,0,0,59,0,0,0,0,34,0,0,0,3,1,1,8,62,10,0,0,20,0,57,1,7,0,0,0,0,6,28,0,0,0,5,0,46,0,32,28
2017-04-01,37,14,1,2,3,15,59,17,1,2,1,5,16,39,23,0,3,0,31,38,78,3,1,4,0,59,53,26,13,27,19,12,0,6,0,17,47,1,4,1,3,2,16,6,0,9,55,0,0,0,19,7,3,5,1,3,1,1,1,36,0,0,32,0,1,0,1,0,0,9,78,1,0,1,0,0,27,11,0,5,0,0,1,7,0,2,9,17,19,4,0,44,5,0,0,2,2,3,0,0,19,0,27,1,0,0,31,0,11,0,5,36,15,8,5,0,2,0,1,45,0,0,35,1,20,0,14,4,0,0,0,3,27,0,0,0,0,7,0,77,56,3,0,0,0,1,0,61,0,1,0,24,0,1,0,0,0,62,0,2,3,0,0,8,0,23,0,0,0,2,0,0,0,29,0,14,77,1,4,3,0,1,3,4,16,2,56,0,10,0,0,1,20,2,23,0,21,0,0,0,0,56,0,0,0,0,23,23,0,0,2,2,2,6,69,15,10,0,20,0,58,1,7,2,0,0,0,0,34,6,0,0,7,0,34,0,28,22
